timestamp, p_x, p_y, p_z, q_x, q_y, q_z, q_w
_DSC0649.JPG,28.904763009399176,56.81242289976217,84.0419422973522,-0.3106195053980554,-0.9501926713696757,-0.025035318435994918,0.004758463243043753
_DSC0651.JPG,27.62162640877068,58.497508369386196,84.04706007562811,-0.3029280287433651,-0.9527086296160323,-0.023625039633693,0.004768014168093765
_DSC0652.JPG,29.726406451314688,60.01579929003492,84.10794233422655,-0.3184952868104975,-0.9476421121985028,-0.022689439540403228,0.00451318078537705
_DSC0653.JPG,31.16410582512617,58.77092775772326,84.1833818102773,-0.31091050977107554,-0.9501872469351919,-0.021614312659729316,0.003416454866889927
_DSC0654.JPG,32.96363313123584,57.47301611630246,84.15458976697823,-0.3123321267816277,-0.9496870100122747,-0.023084031330511873,0.003217622032364951
_DSC0655.JPG,34.49722599796951,56.04312915191986,84.07958832695817,-0.309994347023669,-0.9504415156491209,-0.023584562481701012,0.0028633121586800784
_DSC0656.JPG,36.0607412494719,54.64644536818378,84.04254760242225,-0.3134510007943825,-0.9492914429816577,-0.024114115676284922,0.0035687263767533515
_DSC0657.JPG,37.45369306206703,53.39880187436938,83.98829373215335,-0.31514695694376454,-0.9487334292326374,-0.02392753302647539,0.0038404360211341465
_DSC0659.JPG,40.07602135837078,51.23220842983574,83.97856062483618,-0.31290199012515146,-0.9494882525695908,-0.023397359400790785,0.004119026721827546
_DSC0661.JPG,42.83428458310664,49.08090945659205,83.88898168946196,-0.3166149315412199,-0.9482366047560284,-0.02421412185589828,0.0040003535664243865
_DSC0663.JPG,45.58265897445381,46.91841788077727,83.78241948920947,-0.31493385159179654,-0.9488000878668847,-0.023985695793271682,0.004443960245151923
_DSC0664.JPG,47.04137098416686,45.77530817268416,83.75895616727212,-0.31542253822538896,-0.9486417782757441,-0.023799624647493113,0.0045800388562916424
_DSC0665.JPG,48.45470501109958,44.55971677321941,83.748521623996,-0.3159771906968324,-0.9484308226092488,-0.024828220296257485,0.0045770253442671
_DSC0667.JPG,51.18151907809079,42.27691145404242,83.80857678028246,-0.31667100739578485,-0.9481977937961212,-0.02486828877538155,0.004688830183636078
_DSC0669.JPG,53.98599591292441,40.09427291760221,83.84119902681573,-0.3177141812841613,-0.9478556988199802,-0.024468463512825982,0.00534485909479101
