timestamp, p_x, p_y, p_z, q_x, q_y, q_z, q_w
DSC00670.JPG,89.19790773838758,9.33887248323299,83.92643942109066,-0.39935561292352706,-0.9163770263392815,-0.027191153104886682,0.0053741247543849565
DSC00673.JPG,84.99536587297916,12.550490119494498,84.00875654932099,-0.3985019712000502,-0.9167818232878142,-0.026010979990100668,0.005540429468914124
DSC00701.JPG,61.36178051121533,34.737726643681526,83.9054074968767,-0.4021509319757574,-0.9152831558685826,-0.023050143973746003,0.00025170829767898087
DSC00703.JPG,64.76968556642532,31.971241237362847,83.8840646385022,-0.4021820567948092,-0.9152436640131882,-0.024054652968278877,4.844158049703381e-05
DSC00705.JPG,68.02160191722214,29.347381374798715,83.89718470827415,-0.40211922561178676,-0.9152478663427773,-0.02491166090686112,0.0009384557696782219
DSC00707.JPG,71.0925325024873,26.870966403046623,83.90466239125374,-0.4021784749225228,-0.915209232972478,-0.02532664531546499,0.0017593260035224851
DSC00709.JPG,73.85657365992665,24.755398471839726,83.93979479546454,-0.40227044360639,-0.9151628730460533,-0.025501702643046704,0.0022514797615507415
DSC00712.JPG,78.37998162396252,21.125926019158214,83.95607350105013,-0.4021804365052242,-0.9151755765179901,-0.026373281017541928,0.0030017804385309116
DSC00715.JPG,82.8192177824676,17.618468226864934,83.95858902069256,-0.4021444843505301,-0.9151835082481099,-0.026529473087351003,0.0038919140323854656
DSC00725.JPG,95.96885277703404,10.54785957466811,84.18713031177538,-0.4011146495209702,-0.9156162493748258,-0.02680540363869466,0.005949130710642777
DSC00728.JPG,91.8890794813633,14.173479641089216,84.04373746009992,-0.4005256124902865,-0.9158652624827576,-0.027022219329087327,0.00631303248845791
DSC00730.JPG,87.74132872931659,17.2015003929846,83.99330740507048,-0.40034131581447086,-0.9159594577671257,-0.02696197482468829,0.0042608088954544905
DSC00732.JPG,82.99794281832874,20.973964393138885,83.96100679737867,-0.400238575199103,-0.9159903139085985,-0.027693732190741036,0.0019710265260755398
DSC00735.JPG,78.34218692220747,24.806322041666135,84.02357130138216,-0.40030098826473315,-0.9159742441053387,-0.02738955422771446,0.00033948363502397266
DSC00757.JPG,64.54662977345288,39.1605205766391,83.97378601226728,0.40297521775179357,0.9149261979782205,0.022575917862295358,0.0033695791558986943
DSC00759.JPG,68.44192380271852,36.206969225546345,83.99257590082414,0.4029005150339979,0.9149518912024277,0.022817532053309605,0.0036840197388814796
DSC00761.JPG,71.79515235312283,33.548975269077346,84.04142304897107,0.40292610117596117,0.9149005064859116,0.024539065711693998,0.0023354821684172704
DSC00764.JPG,76.54712963663042,29.539590500993654,84.03011976920016,0.4031728272642687,0.9147734405636339,0.025255282583101727,0.0018424160105619159
